Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft,material,Material Waste Percentage
Print End,XR-640#2,Final Print back door 4-18-24_P2_HPW36.eps,218779262.0,888.64,1766.35,3M™ IJ180Cv3,1.0,893.82,1778.35,2.302:4.629:1.356:1.132:5.135:3.745:4.603,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 14:01:05,,0:16:02,36.0,34.99,100.01,3600.496063,30.0,70.01377953,2449.489962,2.302,4.629,1.356,1.132,5.135,3.745,4.603,22.902,1.346357018,"High Performance White 36""",31.967986656843067
RIP End,XR-640#2,Final Print back door 4-18-24_P2_HPW36.eps,218779262.0,888.64,1766.35,3M™ IJ180Cv3,1.0,893.82,1778.35,2.302:4.629:1.356:1.132:5.135:3.745:4.603,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 13:28:05,2024/04/22 13:33:02,,,,0:00:00,36.0,34.99,100.01,3600.496063,30.0,70.01377953,2449.489962,2.302,4.629,1.356,1.132,5.135,3.745,4.603,22.902,1.346357018,"High Performance White 36""",31.967986656843067
Print End,XR-640#2,Final Print back door 4-18-24_P1_HPW36.eps,110443770.0,888.64,1766.35,3M™ IJ180Cv3,1.0,893.82,1778.35,2.447:5.185:1.478:1.291:5.301:3.862:5.214,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 13:22:00,2024/04/22 13:26:04,4/22/2024,2024/04/22 13:43:00,,0:21:00,36.0,34.99,100.01,3600.496063,30.0,70.01377953,2449.489962,2.447,5.185,1.478,1.291,5.301,3.862,5.214,24.778,1.456642834,"High Performance White 36""",31.967986656843067
Print End,XR-640#2,West County Lions 2024_HPW54.eps,8086446.0,1286.22,624.76,3M™ IJ180Cv3,1.0,1313.11,624.76,0.285:0.786:0.551:0.431:1.126:0.653:0.686,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 12:34:05,,0:10:01,54.0,50.64,54.6,2948.229921,30.0,24.59685039,1245.549642,0.285,0.786,0.551,0.431,1.126,0.653,0.686,4.518,0.5223332559,"High Performance White 54""",57.75262868312774
Print End,XR-640#2,Final Print Passenger side 4-18-24_P1_HPW54.eps,113355698.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1321.755,1973.79,4.090:8.774:2.398:2.026:8.690:6.376:8.507,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 11:58:03,,0:21:01,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,4.09,8.774,2.398,2.026,8.69,6.376,8.507,40.861,1.47544697,"High Performance White 54""",31.434589997464407
RIP End,XR-640#2,West County Lions 2024_HPW54.eps,8086446.0,1286.22,624.76,3M™ IJ180Cv3,1.0,1313.11,624.76,0.285:0.786:0.551:0.431:1.126:0.653:0.686,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 11:11:05,2024/04/22 11:14:00,,,,0:00:00,54.0,50.64,54.6,2948.229921,30.0,24.59685039,1245.549642,0.285,0.786,0.551,0.431,1.126,0.653,0.686,4.518,0.5223332559,"High Performance White 54""",57.75262868312774
Print End,XR-640#2,Final Print Passenger side 4-18-24_P2_HPW54.eps,113113762.0,1322.56,1961.79,3M™ IJ180Cv3,1.0,1331.28,1973.79,4.006:8.514:2.477:2.155:8.705:6.338:8.684,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 11:32:02,,0:21:01,54.0,52.07,107.71,5816.246457,30.0,77.70826772,4046.214431,4.006,8.514,2.477,2.155,8.705,6.338,8.684,40.879,1.454835402,"High Performance White 54""",30.43254853600163
Print End,XR-640#2,Final Print Passenger side 4-18-24_P3_HPW54.eps,222040898.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1309.755,1973.79,4.109:8.183:2.438:2.009:9.185:6.678:8.176,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 11:01:05,,0:21:00,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,4.109,8.183,2.438,2.009,9.185,6.678,8.176,40.778,1.472449929,"High Performance White 54""",31.434589997464407
RIP End,XR-640#2,Final Print Passenger side 4-18-24_P1_HPW54.eps,113355698.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1321.755,1973.79,4.090:8.774:2.398:2.026:8.690:6.376:8.507,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 10:31:04,2024/04/22 10:38:04,,,,0:00:00,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,4.09,8.774,2.398,2.026,8.69,6.376,8.507,40.861,1.47544697,"High Performance White 54""",31.434589997464407
RIP End,XR-640#2,Final Print Passenger side 4-18-24_P2_HPW54.eps,113113762.0,1322.56,1961.79,3M™ IJ180Cv3,1.0,1331.28,1973.79,4.006:8.514:2.477:2.155:8.705:6.338:8.684,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 10:09:03,2024/04/22 10:21:02,,,,0:00:00,54.0,52.07,107.71,5816.246457,30.0,77.70826772,4046.214431,4.006,8.514,2.477,2.155,8.705,6.338,8.684,40.879,1.454835402,"High Performance White 54""",30.43254853600163
Print End,XR-640#2,Final Print Driver side 4-18-24_P2_HPW54.eps,112256718.0,1322.56,1961.79,3M™ IJ180Cv3,1.0,1331.28,1973.79,3.786:7.955:2.335:2.020:8.323:6.052:8.112,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 10:03:05,2024/04/22 10:11:00,4/22/2024,2024/04/22 10:32:01,,0:28:56,54.0,52.07,107.71,5816.246457,30.0,77.70826772,4046.214431,3.786,7.955,2.335,2.02,8.323,6.052,8.112,38.583,1.37312347,"High Performance White 54""",30.43254853600163
RIP End,XR-640#2,Final Print Passenger side 4-18-24_P3_HPW54.eps,222040898.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1309.755,1973.79,4.109:8.183:2.438:2.009:9.185:6.678:8.176,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 9:39:03,2024/04/22 9:47:02,,,,0:00:00,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,4.109,8.183,2.438,2.009,9.185,6.678,8.176,40.778,1.472449929,"High Performance White 54""",31.434589997464407
Print End,XR-640#2,Final Print Driver side 4-18-24_P3_HPW54.eps,222202078.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1309.755,1973.79,3.551:6.868:2.075:1.653:8.124:5.899:6.782,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/22/2024,2024/04/22 9:54:05,,0:21:00,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,3.551,6.868,2.075,1.653,8.124,5.899,6.782,34.952,1.262079305,"High Performance White 54""",31.434589997464407
RIP End,XR-640#2,Final Print Driver side 4-18-24_P3_HPW54.eps,222202078.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1309.755,1973.79,3.551:6.868:2.075:1.653:8.124:5.899:6.782,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 9:26:04,2024/04/22 9:33:04,,,,0:00:00,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,3.551,6.868,2.075,1.653,8.124,5.899,6.782,34.952,1.262079305,"High Performance White 54""",31.434589997464407
Print End,XR-640#2,Final Print Driver side 4-18-24_P1_HPW54.eps,112913566.0,1303.51,1961.79,3M™ IJ180Cv3,1.0,1309.755,1973.79,4.040:8.462:2.279:1.883:8.670:6.352:7.998,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 9:02:02,2024/04/22 9:09:03,4/22/2024,2024/04/22 9:31:00,,0:28:58,54.0,51.32,107.71,5816.246457,30.0,77.70826772,3987.93323,4.04,8.462,2.279,1.883,8.67,6.352,7.998,39.684,1.43294676,"High Performance White 54""",31.434589997464407
Print End,XR-640#2,Commece 4x4 pardon ou constuct Banners 4 15 24_BAN54.eps,6795638.0,1274.58,1273.88,Generic Banner II,1.0,1295.29,1273.88,0.581:0.015:2.355:0.077:0.320:1.614:0.799,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/22 8:33:00,2024/04/22 8:33:04,4/22/2024,2024/04/22 8:47:05,,0:14:05,54.0,50.18,65.15,3518.248819,15.0,50.15275591,2516.681087,0.581,0.015,2.355,0.077,0.32,1.614,0.799,5.761,0.3296341376,"Banner 54""",28.46779132252158
Print End,XR-640#2,Elevate logo for monument Test_TW30.eps,4229882.0,470.95,381.0,Generic Vinyl II HD,1.0,581.975,393.0,0.319:0.480:0.064:0.431:0.649:0.443:0.649,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/19 15:20:01,2024/04/19 15:20:04,4/19/2024,2024/04/19 15:23:03,,0:03:02,30.0,18.54,45.47,1364.173228,30.0,15.47244094,286.8797663,0.319,0.48,0.064,0.431,0.649,0.443,0.649,3.035,1.52342567,"Translucent White 30""",78.97042982432727
Print Canceled,XR-640#2,Elevate logo for monument Test_TW30.eps,4229882.0,470.95,381.0,3M™ IJ180Cv3,1.0,470.95,393.0,0.308:0.639:0.200:0.110:0.600:0.439:0.607,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/19 15:16:04,2024/04/19 15:17:02,4/19/2024,2024/04/19 15:19:05,,0:03:01,30.0,18.54,45.47,1364.173228,30.0,15.47244094,286.8797663,0.308,0.639,0.2,0.11,0.6,0.439,0.607,2.903,1.457167947,"Translucent White 30""",78.97042982432727
Print End,XR-640#2,Congrat Dr Maria 2x6  4-19-24_BAN38.eps,6403538.0,660.4,1879.6,Generic Paper,1.0,781.2,1879.6,3.092:3.868:0.091:0.197:1.154:1.008:1.586,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/19 14:45:02,2024/04/19 14:45:05,4/19/2024,2024/04/19 15:01:00,,0:15:58,38.0,26.0,89.0,3382.0,15.0,74.0,1924.0,3.092,3.868,0.091,0.197,1.154,1.008,1.586,10.996,0.822985447,"Banner 38""",43.110585452395036
Print End,XR-640#2,Printed-Photo & Cottleville Decals_HPW30.eps,128969478.0,686.5,651.22,3M™ IJ180Cv3,1.0,708.75,663.22,0.183:0.494:0.576:0.587:0.981:0.515:0.911,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/19 13:13:00,2024/04/19 13:15:00,4/19/2024,2024/04/19 13:21:03,,0:08:03,54.0,27.03,41.11,2219.995276,15.0,26.11102362,705.7172329,0.183,0.494,0.576,0.587,0.981,0.515,0.911,4.247,0.8665907129,"High Performance White 30""",68.21086780997277
Print End,XR-640#2,Caplaco NO SMOKE_HPW36.eps,6468686.0,806.09,646.99,3M™ IJ180Cv3,1.0,841.545,658.99,0.039:0.342:0.213:0.147:0.243:0.102:0.207,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/29/2024,2024/04/29 15:01:02,,0:06:59,36.0,31.74,55.94,2014.001575,30.0,25.94448819,823.3697828,0.039,0.342,0.213,0.147,0.243,0.102,0.207,1.293,0.2261341184,"High Performance White 36""",59.117719021644746
Print Canceled,XR-640#2,Caplaco NO SMOKE_HPW36.eps,6468686.0,806.09,646.99,3M™ IJ180Cv3,1.0,806.09,658.99,0.039:0.342:0.213:0.147:0.243:0.102:0.207,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 14:50:00,2024/04/29 14:51:00,4/29/2024,2024/04/29 14:52:03,,0:02:03,36.0,31.74,55.94,2014.001575,30.0,25.94448819,823.3697828,0.039,0.342,0.213,0.147,0.243,0.102,0.207,1.293,0.2261341184,"High Performance White 36""",59.117719021644746
Print End,XR-640#2,Ilos Van logos 4 11 24_part2_HPW36.eps,6233314.0,729.19,460.37,3M™ IJ180Cv3,1.0,803.095,472.37,0.088:0.355:0.295:0.001:0.351:0.116:0.047,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 14:36:00,2024/04/29 14:36:05,4/29/2024,2024/04/29 14:42:02,,0:06:02,36.0,28.71,48.6,1749.500787,30.0,18.59724409,533.8946623,0.088,0.355,0.295,0.001,0.351,0.116,0.047,1.253,0.3379543059,"High Performance White 36""",69.4830281719673
Print End,XR-640#2,C3_Clement Ford Windows_PERF60.eps,590960426.0,1355.72,2819.39,Generic Vinyl II HD,1.0,1419.86,2831.39,3.717:6.819:5.496:12.832:5.772:5.033:3.183,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/29/2024,2024/04/29 12:40:03,,1:04:01,54.0,53.37,126.47,6829.490551,15.0,111.4720472,5949.798578,3.717,6.819,5.496,12.832,5.772,5.033,3.183,42.852,1.037125529,"Perforated 60""",12.880784685633573
Print End,XR-640#2,C2_Clement Ford Windows_PERF60.eps,555085850.0,1365.25,2819.39,Generic Vinyl II HD,1.0,1424.625,2831.39,2.645:6.568:4.820:12.080:5.723:5.014:2.852,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/29/2024,2024/04/29 11:33:03,,1:07:01,60.0,53.75,126.47,7588.322835,15.0,111.4720472,5991.622539,2.645,6.568,4.82,12.08,5.723,5.014,2.852,39.702,0.9541802679,"Perforated 60""",21.041544102940108
RIP End,XR-640#2,D3_Clement Ford Windows_PERF60.eps,143026630.0,1368.42,2813.05,Generic Vinyl II HD,1.0,1426.21,2825.05,1.585:6.062:7.714:4.870:5.465:4.683:3.480,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 10:19:05,2024/04/29 10:22:04,,,,0:00:00,60.0,53.87,126.22,7573.346457,15.0,111.2224409,5992.087112,1.585,6.062,7.714,4.87,5.465,4.683,3.48,33.859,0.8136891052,"Perforated 60""",20.87926855027807
RIP End,XR-640#2,D5_Clement Ford Windows_PERF60.eps,175046102.0,1377.94,2813.05,Generic Vinyl II HD,1.0,1430.97,2825.05,1.502:6.526:9.725:5.371:5.426:4.855:3.663,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 10:16:05,2024/04/29 10:19:05,,,,0:00:00,60.0,54.25,126.22,7573.346457,15.0,111.2224409,6033.773633,1.502,6.526,9.725,5.371,5.426,4.855,3.663,37.068,0.8846523461,"Perforated 60""",20.32883128668941
RIP End,XR-640#2,D4_Clement Ford Windows_PERF60.eps,144190918.0,1368.42,2813.05,Generic Vinyl II HD,1.0,1426.21,2825.05,1.961:5.776:6.122:10.451:5.411:5.195:2.870,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:59:02,2024/04/29 10:02:02,,,,0:00:00,60.0,53.87,126.22,7573.346457,15.0,111.2224409,5992.087112,1.961,5.776,6.122,10.451,5.411,5.195,2.87,37.786,0.908061565,"Perforated 60""",20.87926855027807
RIP End,XR-640#2,D2_Clement Ford Windows_PERF60.eps,164949074.0,1365.25,2813.05,Generic Vinyl II HD,1.0,1424.625,2825.05,2.184:7.080:7.688:12.327:5.799:5.369:3.588,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:56:01,2024/04/29 9:59:02,,,,0:00:00,60.0,53.75,126.22,7573.346457,15.0,111.2224409,5978.206201,2.184,7.08,7.688,12.327,5.799,5.369,3.588,44.035,1.060692754,"Perforated 60""",21.062554909601698
RIP End,XR-640#2,D1_Clement Ford Windows_PERF60.eps,206121514.0,1365.25,2813.05,Generic Vinyl II HD,1.0,1424.625,2825.05,1.596:8.362:10.899:12.664:5.842:4.831:3.863,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:29:03,2024/04/29 9:32:04,,,,0:00:00,60.0,53.75,126.22,7573.346457,15.0,111.2224409,5978.206201,1.596,8.362,10.899,12.664,5.842,4.831,3.863,48.057,1.157572651,"Perforated 60""",21.062554909601698
RIP End,XR-640#2,C5_Clement Ford Windows_PERF60.eps,405431782.0,1301.75,2819.39,Generic Vinyl II HD,1.0,1392.875,2831.39,0.616:4.953:6.416:1.800:5.787:3.204:2.393,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:26:03,2024/04/29 9:29:03,,,,0:00:00,60.0,51.25,126.47,7588.322835,15.0,111.4720472,5712.942421,0.616,4.953,6.416,1.8,5.787,3.204,2.393,25.169,0.6344079343,"Perforated 60""",24.71403042250772
RIP End,XR-640#2,C4_Clement Ford Windows_PERF60.eps,569622634.0,1355.72,2819.39,Generic Vinyl II HD,1.0,1419.86,2831.39,2.168:6.579:5.806:10.217:5.817:4.633:2.834,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:19:04,2024/04/29 9:23:00,,,,0:00:00,60.0,53.37,126.47,7588.322835,15.0,111.4720472,5949.798578,2.168,6.579,5.806,10.217,5.817,4.633,2.834,38.054,0.9210019344,"Perforated 60""",21.592706222810566
RIP End,XR-640#2,C3_Clement Ford Windows_PERF60.eps,590960426.0,1355.72,2819.39,Generic Vinyl II HD,1.0,1419.86,2831.39,3.717:6.819:5.496:12.832:5.772:5.033:3.183,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 9:15:05,2024/04/29 9:19:01,,,,0:00:00,60.0,53.37,126.47,7588.322835,15.0,111.4720472,5949.798578,3.717,6.819,5.496,12.832,5.772,5.033,3.183,42.852,1.037125529,"Perforated 60""",21.592706222810566
Print End,XR-640#2,C1_Clement Ford Windows_PERF60.eps,442157582.0,1365.25,2819.39,Generic Vinyl II HD,1.0,1424.625,2831.39,0.832:4.798:5.656:4.897:5.829:3.546:1.954,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/29/2024,2024/04/29 10:19:05,,1:04:04,60.0,53.75,126.47,7588.322835,15.0,111.4720472,5991.622539,0.832,4.798,5.656,4.897,5.829,3.546,1.954,27.512,0.6612112118,"Perforated 60""",21.041544102940108
RIP End,XR-640#2,C2_Clement Ford Windows_PERF60.eps,555085850.0,1365.25,2819.39,Generic Vinyl II HD,1.0,1424.625,2831.39,2.645:6.568:4.820:12.080:5.723:5.014:2.852,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 8:27:05,2024/04/29 8:32:04,,,,0:00:00,60.0,53.75,126.47,7588.322835,15.0,111.4720472,5991.622539,2.645,6.568,4.82,12.08,5.723,5.014,2.852,39.702,0.9541802679,"Perforated 60""",21.041544102940108
RIP End,XR-640#2,C1_Clement Ford Windows_PERF60.eps,442157582.0,1365.25,2819.39,Generic Vinyl II HD,1.0,1424.625,2831.39,0.832:4.798:5.656:4.897:5.829:3.546:1.954,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/29 8:12:04,2024/04/29 8:16:00,,,,0:00:00,60.0,53.75,126.47,7588.322835,15.0,111.4720472,5991.622539,0.832,4.798,5.656,4.897,5.829,3.546,1.954,27.512,0.6612112118,"Perforated 60""",21.041544102940108
Print End,XR-640#2,5B_Clement Ford Windows_PERF60.eps,171929166.0,1311.27,2819.39,Generic Vinyl II HD,1.0,1385.635,2831.39,1.121:6.238:8.781:5.158:4.890:3.430:2.792,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/29/2024,2024/04/29 9:12:04,,1:07:02,60.0,51.62,126.47,7588.322835,15.0,111.4720472,5754.722496,1.121,6.238,8.781,5.158,4.89,3.43,2.792,32.41,0.8109930589,"Perforated 60""",24.163446638601
Print End,XR-640#2,4B_Clement Ford Windows_PERF60.eps,300167106.0,1377.94,2819.39,Generic Vinyl II HD,1.0,1418.97,2831.39,1.449:6.322:6.903:6.863:5.040:3.677:2.454,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/26/2024,2024/04/26 17:01:03,,1:06:00,60.0,54.25,126.47,7588.322835,15.0,111.4720472,6047.314676,1.449,6.322,6.903,6.863,5.04,3.677,2.454,32.708,0.7788501595,"Perforated 60""",20.307625182897215
Print End,XR-640#2,3B_Clement Ford Windows_PERF60.eps,186128822.0,1381.12,2819.39,Generic Vinyl II HD,1.0,1420.56,2831.39,4.095:4.436:3.279:15.006:5.576:4.982:2.139,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/26/2024,2024/04/26 15:34:01,,1:07:56,60.0,54.37,126.47,7588.322835,15.0,111.4720472,6061.270626,4.095,4.436,3.279,15.006,5.576,4.982,2.139,39.513,0.9387259457,"Perforated 60""",20.123711684441002
Print End,XR-640#2,2B_Clement Ford Windows_PERF60.eps,270476614.0,1384.3,2819.39,Generic Vinyl II HD,1.0,1422.15,2831.39,2.980:4.958:4.843:9.024:5.389:4.433:2.568,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/26/2024,2024/04/26 14:24:00,,1:05:57,60.0,54.5,126.47,7588.322835,15.0,111.4720472,6075.226575,2.98,4.958,4.843,9.024,5.389,4.433,2.568,34.195,0.8105179189,"Perforated 60""",19.939798199162944
Print End,XR-640#2,1B_Clement Ford Windows_PERF60.eps,211419478.0,1381.12,2819.39,Generic Vinyl II HD,1.0,1420.56,2831.39,1.469:5.909:9.663:5.309:5.561:3.845:3.096,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/26/2024,2024/04/26 12:45:00,,1:07:58,60.0,54.37,126.47,7588.322835,15.0,111.4720472,6061.270626,1.469,5.909,9.663,5.309,5.561,3.845,3.096,34.852,0.8279927279,"Perforated 60""",20.123711684441002
Print End,XR-640#2,Bomarrito License plate 4 26 24_HPW36.eps,6997702.0,807.5,1258.71,3M™ IJ180Cv3,1.0,833.75,1270.71,0.104:5.865:3.357:0.390:1.899:0.345:1.299,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/26 9:47:05,2024/04/26 9:50:02,4/26/2024,2024/04/26 10:02:05,,0:15:00,36.0,31.79,80.03,2881.006299,30.0,50.02795276,1590.455585,0.104,5.865,3.357,0.39,1.899,0.345,1.299,13.259,1.200471122,"High Performance White 36""",44.79513683978933
Print End,XR-640#2,FINAL  Door Logo LFCS  4-25-24 & 66 Decal_HPW36.eps,5717518.0,763.41,356.3,3M™ IJ180Cv3,1.0,811.705,368.3,0.000:0.056:0.114:0.001:0.081:0.003:0.003,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/26 9:40:02,2024/04/26 9:41:00,4/26/2024,2024/04/26 9:45:05,,0:05:03,36.0,30.06,44.5,1602.0,30.0,14.5,435.8049213,0.0,0.056,0.114,0.001,0.081,0.003,0.003,0.258,0.08524915206,"High Performance White 36""",72.79619717228465
Print End,XR-640#2,EZ Storage_Stickers_HPW24.eps,2051042.0,437.44,119.94,3M™ IJ180Cv3,1.0,494.72,131.94,0.000:0.249:0.170:0.000:0.075:0.000:0.001,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/26 9:27:04,2024/04/26 9:28:00,4/26/2024,2024/04/26 9:31:05,,0:04:01,24.0,17.22,35.19,844.6677165,30.0,5.194488189,89.459721,0.0,0.249,0.17,0.0,0.075,0.0,0.001,0.495,0.796783169,"High Performance White 24""",89.40888597344657
Print End,XR-640#2,poncin ipl print_HPW54.eps,7193366.0,1098.19,793.39,3M™ IJ180Cv3,1.0,1210.095,805.39,0.499:0.783:0.195:0.227:1.067:0.745:0.586,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/26/2024,2024/04/26 9:14:02,,0:09:57,54.0,43.24,61.71,3332.246457,30.0,31.70826772,1370.93317,0.499,0.783,0.195,0.227,1.067,0.745,0.586,4.102,0.4308656416,"High Performance White 54""",58.85859021261464
RIP End,XR-640#2,poncin ipl print_HPW54.eps,7193366.0,1098.19,793.39,3M™ IJ180Cv3,1.0,1210.095,805.39,0.499:0.783:0.195:0.227:1.067:0.745:0.586,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/26 8:56:01,2024/04/26 8:58:00,,,,0:00:00,54.0,43.24,61.71,3332.246457,30.0,31.70826772,1370.93317,0.499,0.783,0.195,0.227,1.067,0.745,0.586,4.102,0.4308656416,"High Performance White 54""",58.85859021261464
Print End,XR-640#2,Pasturas Los Alazanes TX Circle Logo - Final_HPW54.eps,444019766.0,1224.84,3841.75,3M™ IJ180Cv3,1.0,1273.415,3853.75,1.720:2.286:12.874:0.633:6.495:3.801:2.338,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/26 8:10:00,2024/04/26 8:20:02,4/26/2024,2024/04/26 8:53:03,,0:43:03,54.0,48.22,181.72,9813.011811,30.0,151.7224409,7316.366715,1.72,2.286,12.874,0.633,6.495,3.801,2.338,30.147,0.5933502473,"High Performance White 54""",25.44218986062321
Print End,XR-640#2,4A_Clement Ford Windows_PERF60.eps,519333846.0,1371.6,2803.52,Generic Vinyl II HD,1.0,1415.8,2815.52,2.093:7.224:12.597:12.589:5.821:5.457:4.737,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/25/2024,2024/04/25 16:37:01,,1:07:01,60.0,54.0,125.85,7550.834646,15.0,110.8472441,5985.751181,2.093,7.224,12.597,12.589,5.821,5.457,4.737,50.518,1.215318141,"Perforated 60""",20.727290933712766
Print End,XR-640#2,3A_Clement Ford Windows_PERF60.eps,468219414.0,1371.6,2803.52,Generic Vinyl II HD,1.0,1415.8,2815.52,3.252:6.348:9.086:16.974:5.783:5.921:3.942,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,4/25/2024,2024/04/25 15:15:00,,1:05:00,60.0,54.0,125.85,7550.834646,15.0,110.8472441,5985.751181,3.252,6.348,9.086,16.974,5.783,5.921,3.942,51.306,1.234275161,"Perforated 60""",20.727290933712766
RIP End,XR-640#2,5B_Clement Ford Windows_PERF60.eps,171929166.0,1311.27,2819.39,Generic Vinyl II HD,1.0,1385.635,2831.39,1.121:6.238:8.781:5.158:4.890:3.430:2.792,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/25 13:10:02,2024/04/25 13:13:00,,,,0:00:00,60.0,51.62,126.47,7588.322835,15.0,111.4720472,5754.722496,1.121,6.238,8.781,5.158,4.89,3.43,2.792,32.41,0.8109930589,"Perforated 60""",24.163446638601
RIP End,XR-640#2,4B_Clement Ford Windows_PERF60.eps,300167106.0,1377.94,2819.39,Generic Vinyl II HD,1.0,1418.97,2831.39,1.449:6.322:6.903:6.863:5.040:3.677:2.454,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/04/25 13:01:02,2024/04/25 13:04:02,,,,0:00:00,60.0,54.25,126.47,7588.322835,15.0,111.4720472,6047.314676,1.449,6.322,6.903,6.863,5.04,3.677,2.454,32.708,0.7788501595,"Perforated 60""",20.307625182897215
