Event,Nick Name,Job Name,Size,Page Size_X[mm],Page Size_Y[mm],Media Name,Copy,Print Area_X[mm],Print Area_Y[mm],Ink Consumption[cc],Ink Name,Input Time,RIP Start Time,RIP End Time,Print Start Time,Print End Time,Details,Total Print Time,Material Width,Width (in),Length (in),Area (in),Extra for Lead in,Actual Length area,Actual Area,Cyan:,Magenta:,Yellow:,Black:,Light Magenta:,Light Cyan:,Light Black,Sum of Ink,Ink CC sq ft,material,Material Waste Percentage
RIP End,XR-640#2,Sybergs Emergency Exit decal 2 23 24.eps_HPW24,2410642.0,491.77,146.75,3M™ IJ180Cv3,1.0,530.885,158.75,0.000:0.322:0.190:0.001:0.082:0.002:0.025,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 10:28:03,2024/02/23 10:28:04,,,,0:00:00,24.0,19.36,36.25,870.0,30.0,6.25,121.0063976,0.0,0.322,0.19,0.001,0.082,0.002,0.025,0.622,0.7401922687,"High Performance White 24""",86.09121866666666
Print End,XR-640#2,REDO TEXT  OZARK Commercial FINAL LOGO For Plex  2-23-24.eps_HPW24,6482094.0,563.73,1848.2,3M™ IJ180Cv3,1.0,566.865,1860.2,2.005:2.901:0.129:0.003:3.553:2.657:0.809,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 9:52:02,2024/02/23 9:55:00,2/23/2024,2024/02/23 10:09:00,,0:16:58,24.0,22.19,103.24,2477.669291,30.0,73.23622047,1625.411597,2.005,2.901,0.129,0.003,3.553,2.657,0.809,12.057,1.068165136,"High Performance White 24""",34.397556489713146
Print End,XR-640#2,Dinar Restaurant Temp Banner.eps_HPW54,6562662.0,1271.41,2490.61,Generic Banner II,1.0,1294.71,2490.61,0.915:4.289:3.378:5.125:3.785:3.729:3.788,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 9:06:04,2024/02/23 9:07:04,2/23/2024,2024/02/23 9:31:05,,0:25:01,54.0,50.06,128.06,6914.997638,30.0,98.05551181,4908.21883,0.915,4.289,3.378,5.125,3.785,3.729,3.788,25.009,0.733727677,"High Performance White 54""",29.020672356735812
Print End,XR-640#2,93 Octane - side 2.eps_BAN54,6355690.0,914.4,1270.0,Generic Banner II,1.0,927.7,1270.0,0.225:0.291:3.899:2.257:1.810:1.537:1.526,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/23/2024,2024/02/23 8:47:05,,0:10:00,54.0,36.0,65.0,3510.0,15.0,50.0,1800.0,0.225,0.291,3.899,2.257,1.81,1.537,1.526,11.545,0.9236,"Banner 54""",48.717948717948715
Print Canceled,XR-640#2,93 Octane.eps_BAN54,6364386.0,914.75,1270.35,3M™ IJ180Cv3,1.0,584.84,329.58,0.019:0.046:0.175:0.072:0.120:0.056:0.090,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/23 8:21:04,2024/02/23 8:22:00,2/23/2024,2024/02/23 8:27:05,,0:06:01,54.0,36.01,27.98,1510.68189,15.0,12.97559055,467.3000574,0.019,0.046,0.175,0.072,0.12,0.056,0.09,0.578,0.1781125397,"Banner 54""",69.0669451660667
RIP End,XR-640#2,93 Octane - side 2.eps_BAN54,6355690.0,914.4,1270.0,Generic Banner II,1.0,927.7,1270.0,0.225:0.291:3.899:2.257:1.810:1.537:1.526,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/22 15:37:01,2024/02/22 15:37:03,,,,0:00:00,54.0,36.0,65.0,3510.0,15.0,50.0,1800.0,0.225,0.291,3.899,2.257,1.81,1.537,1.526,11.545,0.9236,"Banner 54""",48.717948717948715
Print End,XR-640#2,93 Octane.eps_BAN54,6364386.0,914.75,1270.35,Generic Banner II,1.0,927.875,1270.34,0.225:0.292:3.900:2.257:1.814:1.540:1.529,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/22/2024,2024/02/22 13:31:03,,0:11:03,54.0,36.01,65.01,3510.722835,15.0,50.01338583,1801.171051,0.225,0.292,3.9,2.257,1.814,1.54,1.529,11.557,0.9239588874,"Banner 54""",48.695150951727015
Print Canceled,XR-640#2,93 Octane.eps_BAN54,6364386.0,914.75,1270.35,Generic Banner II,1.0,927.875,1270.34,0.225:0.292:3.900:2.257:1.814:1.540:1.529,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/22 13:12:03,2024/02/22 13:12:05,2/22/2024,2024/02/22 13:16:02,,0:03:59,54.0,36.01,65.01,3510.722835,15.0,50.01338583,1801.171051,0.225,0.292,3.9,2.257,1.814,1.54,1.529,11.557,0.9239588874,"Banner 54""",48.695150951727015
Print End,XR-640#2,3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,83116219.0,731.52,800.09,Generic Vinyl II HD,1.0,733.76,812.09,0.044:3.197:1.824:0.881:1.526:0.291:1.828,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/22/2024,2024/02/22 12:20:05,,0:08:03,30.0,28.8,46.97,1409.161417,15.0,31.97204724,920.7949606,0.044,3.197,1.824,0.881,1.526,0.291,1.828,9.591,1.499903952,"Intermediate White 30""",34.656530508740154
Print End,XR-640#2,3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,83116219.0,731.52,800.09,Generic Vinyl II HD,1.0,733.76,812.09,0.044:3.197:1.824:0.881:1.526:0.291:1.828,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/22/2024,2024/02/22 11:59:05,,0:08:04,30.0,28.8,46.97,1409.161417,15.0,31.97204724,920.7949606,0.044,3.197,1.824,0.881,1.526,0.291,1.828,9.591,1.499903952,"Intermediate White 30""",34.656530508740154
Print End,XR-640#2,3x - PFG Hardhat Sticker Need 300  2-22-24-01.jpg_INT30,83116219.0,731.52,800.09,Generic Vinyl II HD,1.0,733.76,812.09,0.044:3.197:1.824:0.881:1.526:0.291:1.828,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/22 11:32:01,2024/02/22 11:34:00,2/22/2024,2024/02/22 11:42:03,,0:10:02,30.0,28.8,46.97,1409.161417,15.0,31.97204724,920.7949606,0.044,3.197,1.824,0.881,1.526,0.291,1.828,9.591,1.499903952,"Intermediate White 30""",34.656530508740154
Print End,XR-640#2,JE Foster Bobcat 2 28 24_HPW24.eps,8644798.0,451.9,945.79,3M™ IJ180Cv3,1.0,499.45,957.79,0.077:0.159:0.103:0.218:0.305:0.177:0.245,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/29 9:03:01,2024/02/29 9:04:01,2/29/2024,2024/02/29 9:13:00,,0:09:59,24.0,17.79,67.71,1624.998425,30.0,37.70826772,670.8805583,0.077,0.159,0.103,0.218,0.305,0.177,0.245,1.284,0.2756019648,"High Performance White 24""",58.71500255146401
Print End,XR-640#2,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,99936166.0,623.71,1279.87,Generic Vinyl II HD,1.0,677.355,1291.86,0.583:0.962:0.451:0.922:1.717:1.019:1.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/29/2024,2024/02/29 8:49:03,,0:11:58,30.0,24.56,65.86,1975.818898,15.0,50.86062992,1248.908799,0.583,0.962,0.451,0.922,1.717,1.019,1.666,7.32,0.8440007798,"Intermediate White 30""",36.79032019259489
Print End,XR-640#2,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,99936166.0,623.71,1279.87,Generic Vinyl II HD,1.0,677.355,1291.86,0.583:0.962:0.451:0.922:1.717:1.019:1.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/29/2024,2024/02/29 8:25:00,,0:11:59,30.0,24.56,65.86,1975.818898,15.0,50.86062992,1248.908799,0.583,0.962,0.451,0.922,1.717,1.019,1.666,7.32,0.8440007798,"Intermediate White 30""",36.79032019259489
Print End,XR-640#2,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,99936166.0,623.71,1279.87,Generic Vinyl II HD,1.0,677.355,1291.86,0.583:0.962:0.451:0.922:1.717:1.019:1.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/28/2024,2024/02/28 16:28:03,,0:12:00,30.0,24.56,65.86,1975.818898,15.0,50.86062992,1248.908799,0.583,0.962,0.451,0.922,1.717,1.019,1.666,7.32,0.8440007798,"Intermediate White 30""",36.79032019259489
Print End,XR-640#2,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,99936166.0,623.71,1279.87,Generic Vinyl II HD,1.0,677.355,1291.86,0.583:0.962:0.451:0.922:1.717:1.019:1.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/28/2024,2024/02/28 16:07:04,,0:14:00,30.0,24.56,65.86,1975.818898,15.0,50.86062992,1248.908799,0.583,0.962,0.451,0.922,1.717,1.019,1.666,7.32,0.8440007798,"Intermediate White 30""",36.79032019259489
Print End,XR-640#2,5X - Project ACDC Hardhat Sticker 1000  2-28-24_INT30.eps,99936166.0,623.71,1279.87,Generic Vinyl II HD,1.0,677.355,1291.86,0.583:0.962:0.451:0.922:1.717:1.019:1.666,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/28 15:31:03,2024/02/28 15:33:04,2/28/2024,2024/02/28 15:45:02,,0:13:59,30.0,24.56,65.86,1975.818898,15.0,50.86062992,1248.908799,0.583,0.962,0.451,0.922,1.717,1.019,1.666,7.32,0.8440007798,"Intermediate White 30""",36.79032019259489
Print End,XR-640#2,ASSUMPTION FISH FRY SOLD OUT  EZ-DOT  SMALL 1x3  2-28-24_EDW54.eps,7323822.0,1236.13,367.59,Generic Vinyl II HD,1.0,1255.065,379.59,0.000:1.815:1.517:0.003:0.467:0.046:0.279,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/28 11:57:02,2024/02/28 11:58:02,2/28/2024,2024/02/28 12:05:00,,0:07:58,54.0,48.67,29.94,1617.002362,15.0,14.94448819,727.296464,0.0,1.815,1.517,0.003,0.467,0.046,0.279,4.127,0.8171193309,"Ez Dot (White) 54""",55.021929399012215
RIP End,XR-640#2,ASSUMPTION FISH FRY SOLD OUT  EZ-DOT  SMALL 1x3  2-28-24_EDW54.eps,7410010.0,1236.13,367.59,Generic Vinyl II HD,1.0,1255.065,379.59,0.000:1.815:1.517:0.003:0.467:0.046:0.279,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/28 11:55:01,2024/02/28 11:56:01,,,,0:00:00,54.0,48.67,29.94,1617.002362,15.0,14.94448819,727.296464,0.0,1.815,1.517,0.003,0.467,0.046,0.279,4.127,0.8171193309,"Ez Dot (White) 54""",55.021929399012215
Print End,XR-640#2,Rhodey truck logos  2024_HPW54.eps,5571918.0,1063.62,463.19,3M™ IJ180Cv3,1.0,1184.305,475.19,0.512:0.437:0.105:0.073:0.463:0.327:0.394,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/28 8:50:00,2024/02/28 8:51:01,2/28/2024,2024/02/28 8:58:03,,0:08:03,54.0,41.87,48.71,2630.246457,30.0,18.70826772,783.4050279,0.512,0.437,0.105,0.073,0.463,0.327,0.394,2.311,0.4247917592,"High Performance White 54""",70.21552768125258
Print End,XR-640#2,Marathon 4 x 4_BAN54.eps,6269514.0,1270.35,1270.35,Generic Banner II,1.0,1288.17,1270.34,0.738:3.183:1.663:0.003:1.821:1.272:0.385,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/28/2024,2024/02/28 8:23:02,,0:12:58,54.0,50.01,65.01,3510.722835,15.0,50.01338583,2501.358452,0.738,3.183,1.663,0.003,1.821,1.272,0.385,9.065,0.521860431,"Banner 54""",28.750899186264018
Print End,XR-640#2,Marathon 4 x 4_BAN54.eps,6269514.0,1270.35,1270.35,Generic Banner II,1.0,1288.17,1270.34,0.738:3.183:1.663:0.003:1.821:1.272:0.385,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/27/2024,2024/02/27 16:19:02,,0:13:01,54.0,50.01,65.01,3510.722835,15.0,50.01338583,2501.358452,0.738,3.183,1.663,0.003,1.821,1.272,0.385,9.065,0.521860431,"Banner 54""",28.750899186264018
RIP End,XR-640#2,Marathon 4 x 4_BAN54.eps,6269514.0,1270.35,1270.35,Generic Banner II,1.0,1288.17,1270.34,0.738:3.183:1.663:0.003:1.821:1.272:0.385,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/27 16:00:04,2024/02/27 16:01:01,,,,0:00:00,54.0,50.01,65.01,3510.722835,15.0,50.01338583,2501.358452,0.738,3.183,1.663,0.003,1.821,1.272,0.385,9.065,0.521860431,"Banner 54""",28.750899186264018
Print End,XR-640#2,Bommarrito Black Terrain 2 27 24_HPW30.eps,6868662.0,691.44,638.88,3M™ IJ180Cv3,1.0,710.22,650.88,0.059:0.224:0.149:0.222:0.293:0.156:0.292,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/27/2024,2024/02/27 15:19:02,,0:07:01,30.0,27.22,55.63,1668.755906,30.0,25.62519685,697.5703193,0.059,0.224,0.149,0.222,0.293,0.156,0.292,1.395,0.2879709679,"High Performance White 30""",58.198181244369486
RIP End,XR-640#2,Bommarrito Black Terrain 2 27 24_HPW30.eps,6868662.0,691.44,638.88,3M™ IJ180Cv3,1.0,710.22,650.88,0.059:0.224:0.149:0.222:0.293:0.156:0.292,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/27 15:10:05,2024/02/27 15:11:05,,,,0:00:00,30.0,27.22,55.63,1668.755906,30.0,25.62519685,697.5703193,0.059,0.224,0.149,0.222,0.293,0.156,0.292,1.395,0.2879709679,"High Performance White 30""",58.198181244369486
Print End,XR-640#2,HPW24_Propane.eps,3849014.0,384.17,427.91,3M™ IJ180Cv3,1.0,466.585,439.91,0.032:0.240:0.150:0.122:0.194:0.085:0.167,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,2/27/2024,2024/02/27 10:07:04,,0:05:03,24.0,15.12,47.32,1135.662992,30.0,17.31929134,261.9508722,0.032,0.24,0.15,0.122,0.194,0.085,0.167,0.99,0.5442241853,"High Performance White 24""",76.93410157368234
RIP End,XR-640#2,HPW24_Propane.eps,3849014.0,384.17,427.91,3M™ IJ180Cv3,1.0,466.585,439.91,0.032:0.240:0.150:0.122:0.194:0.085:0.167,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/02/27 9:59:00,2024/02/27 9:59:03,,,,0:00:00,24.0,15.12,47.32,1135.662992,30.0,17.31929134,261.9508722,0.032,0.24,0.15,0.122,0.194,0.085,0.167,0.99,0.5442241853,"High Performance White 24""",76.93410157368234
Print Start,XR-640#2,Cards Checking Banners 3-8-24_BAN38.eps,180079362.0,863.95,1486.25,Generic Banner II,1.0,901.975,1498.25,0.097:2.609:2.159:0.283:1.820:0.827:0.793,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/11 11:15:02,2024/03/11 11:16:01,3/11/2024,,,-1088699:15:02,38.0,34.01,73.99,2811.476378,15.0,58.98622047,2006.344298,0.097,2.609,2.159,0.283,1.82,0.827,0.793,8.588,0.6163807483,"Banner 38""",28.637341088839126
Print End,XR-640#2,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,6388218.0,1301.39,1377.59,Generic Vinyl II HD,1.0,1310.195,1389.59,0.788:1.952:2.265:3.472:4.219:1.953:3.322,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/11/2024,2024/03/11 10:43:04,,0:15:59,54.0,51.24,69.71,3764.246457,15.0,54.70826772,2803.023328,0.788,1.952,2.265,3.472,4.219,1.953,3.322,17.971,0.9232259947,"Intermediate White 54""",25.53560559810072
Print End,XR-640#2,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,6388218.0,1301.39,1377.59,Generic Vinyl II HD,1.0,1310.195,1389.59,0.788:1.952:2.265:3.472:4.219:1.953:3.322,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/11/2024,2024/03/11 10:17:05,,0:15:05,54.0,51.24,69.71,3764.246457,15.0,54.70826772,2803.023328,0.788,1.952,2.265,3.472,4.219,1.953,3.322,17.971,0.9232259947,"Intermediate White 54""",25.53560559810072
Print End,XR-640#2,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,6388218.0,1301.39,1377.59,Generic Vinyl II HD,1.0,1310.195,1389.59,0.788:1.952:2.265:3.472:4.219:1.953:3.322,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/11/2024,2024/03/11 9:53:00,,0:15:57,54.0,51.24,69.71,3764.246457,15.0,54.70826772,2803.023328,0.788,1.952,2.265,3.472,4.219,1.953,3.322,17.971,0.9232259947,"Intermediate White 54""",25.53560559810072
RIP End,XR-640#2,50x53 Lindell Market Place Decals Need 3 3-8-24_INT54.eps,6388218.0,1301.39,1377.59,Generic Vinyl II HD,1.0,1310.195,1389.59,0.788:1.952:2.265:3.472:4.219:1.953:3.322,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/11 8:58:05,2024/03/11 9:03:00,,,,0:00:00,54.0,51.24,69.71,3764.246457,15.0,54.70826772,2803.023328,0.788,1.952,2.265,3.472,4.219,1.953,3.322,17.971,0.9232259947,"Intermediate White 54""",25.53560559810072
Print End,XR-640#2,Wash U 6372 6380 delmar reserved 3 9 24_HPW24.eps,11158498.0,510.46,441.32,3M™ IJ180Cv3,1.0,533.23,453.32,0.022:0.265:0.227:0.045:0.178:0.065:0.119,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/11 8:12:03,2024/03/11 8:13:01,3/11/2024,2024/03/11 8:19:00,,0:06:57,24.0,20.1,47.85,1148.333858,30.0,17.84724409,358.6733945,0.022,0.265,0.227,0.045,0.178,0.065,0.119,0.921,0.3697625808,"High Performance White 24""",68.76575640426688
Print End,XR-640#2,Various HI TAC Decals 25 of each 4x12  2-1-24_HTV54.eps,6708618.0,1304.92,3101.97,Generic Vinyl II HD,1.0,1310.96,3113.97,3.202:9.496:11.516:1.399:7.707:4.101:3.351,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/8/2024,2024/03/08 15:46:01,,0:32:58,54.0,51.37,152.6,8240.251181,30.0,122.5972441,6298.409282,3.202,9.496,11.516,1.399,7.707,4.101,3.351,40.772,0.9321667959,High Tack Vinyl,23.565324118728466
RIP End,XR-640#2,Various HI TAC Decals 25 of each 4x12  2-1-24_HTV54.eps,6708618.0,1304.92,3101.97,Generic Vinyl II HD,1.0,1310.96,3113.97,3.202:9.496:11.516:1.399:7.707:4.101:3.351,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/08 14:58:00,2024/03/08 15:06:04,,,,0:00:00,54.0,51.37,152.6,8240.251181,30.0,122.5972441,6298.409282,3.202,9.496,11.516,1.399,7.707,4.101,3.351,40.772,0.9321667959,High Tack Vinyl,23.565324118728466
Print End,XR-640#2,1 up_Cedar Specialist Van Mags Need 2 18x30  3-3-2020_MAG24.eps,16432242.0,457.2,762.0,Generic Vinyl II HD,1.0,498.6,762.0,0.053:0.762:1.021:0.285:0.912:0.224:0.344,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/8/2024,2024/03/08 12:23:03,,0:08:00,24.0,18.0,60.0,1440.0,30.0,30.0,540.0,0.053,0.762,1.021,0.285,0.912,0.224,0.344,3.601,0.9602666667,"Magnet 24""",62.5
Print End,XR-640#2,1 up_Cedar Specialist Van Mags Need 2 18x30  3-3-2020_MAG24.eps,16432242.0,457.2,762.0,Generic Vinyl II HD,1.0,498.6,762.0,0.053:0.762:1.021:0.285:0.912:0.224:0.344,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/08 12:00:02,2024/03/08 12:01:01,3/8/2024,2024/03/08 12:09:02,,0:09:00,24.0,18.0,60.0,1440.0,30.0,30.0,540.0,0.053,0.762,1.021,0.285,0.912,0.224,0.344,3.601,0.9602666667,"Magnet 24""",62.5
Print End,XR-640#2,PIRATES Skull Logo Decals Various Sizes 3-7-24_INT30.eps,8948106.0,587.72,291.39,Generic Vinyl II HD,1.0,655.36,303.39,0.078:0.129:0.035:0.206:0.206:0.140:0.182,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/07 14:34:04,2024/03/07 14:35:01,3/7/2024,2024/03/07 14:40:01,,0:05:57,30.0,23.14,26.94,808.3346457,15.0,11.94448819,276.3785275,0.078,0.129,0.035,0.206,0.206,0.14,0.182,0.976,0.5085199681,"Intermediate White 30""",65.80889746960403
Print End,XR-640#2,Handicap Fine Chase2_RFV48.eps,2705466.0,601.13,150.28,Generic Vinyl II HD,1.0,876.565,150.28,0.076:0.008:0.115:0.006:0.031:0.038:0.035,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/07 13:39:03,2024/03/07 13:39:05,3/7/2024,2024/03/07 13:45:04,,0:06:01,48.0,23.67,35.92,1723.993701,30.0,5.916535433,140.0238955,0.076,0.008,0.115,0.006,0.031,0.038,0.035,0.309,0.3177743331,Reflective Vinyl,91.87793462245371
Print End,XR-640#2,Handicap Fine Chase_RFV48.eps,6473622.0,648.75,650.16,Generic Vinyl II HD,1.0,900.375,662.16,0.395:0.271:0.377:0.046:0.130:0.168:0.181,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/07 10:27:05,2024/03/07 10:28:02,3/7/2024,2024/03/07 10:43:01,,0:15:56,48.0,25.54,56.07,2691.325984,30.0,26.06929134,665.8445967,0.395,0.271,0.377,0.046,0.13,0.168,0.181,1.568,0.3391061535,Reflective Vinyl,75.25960806463198
Print End,XR-640#2,WWT Decals for signsv3 3-5-24_INT54.eps,7324526.0,1256.94,620.88,Generic Vinyl II HD,1.0,1291.97,632.88,0.098:0.377:0.259:0.192:0.286:0.151:0.134,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/06 9:03:04,2024/03/06 9:05:01,3/6/2024,2024/03/06 9:15:00,,0:11:56,54.0,49.49,39.92,2155.492913,15.0,24.91653543,1233.015356,0.098,0.377,0.259,0.192,0.286,0.151,0.134,1.497,0.1748299394,"Intermediate White 54""",42.79659429341858
Print End,XR-640#2,WWT Decals for signs 3-5-24_INT54.eps,7338902.0,1250.59,600.07,Generic Vinyl II HD,1.0,1292.29,612.07,0.098:0.377:0.259:0.193:0.285:0.151:0.133,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,,,3/6/2024,2024/03/06 8:23:00,,0:09:58,54.0,49.24,54.1,2921.251181,30.0,24.09724409,1186.447736,0.098,0.377,0.259,0.193,0.285,0.151,0.133,1.496,0.181570577,"Intermediate White 54""",59.38563093387073
Print End,XR-640#2,QR Code_Lash Mi_HPW54.eps,3448518.0,653.69,183.44,3M™ IJ180Cv3,1.0,990.345,195.44,0.017:0.015:0.021:0.056:0.059:0.037:0.031,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/05 16:06:00,2024/03/05 16:06:02,3/5/2024,2024/03/05 16:11:00,,0:05:00,54.0,25.74,37.69,2035.502362,30.0,7.694488189,198.0240151,0.017,0.015,0.021,0.056,0.059,0.037,0.031,0.236,0.1716155486,"High Performance White 54""",90.27149175570447
Print End,XR-640#2,WWT Decals for signs 3-5-24_INT54.eps,7338902.0,1250.59,600.07,Generic Vinyl II HD,1.0,1292.29,612.07,0.098:0.377:0.259:0.193:0.285:0.151:0.133,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/05 15:30:03,2024/03/05 15:31:05,3/5/2024,2024/03/05 15:40:03,,0:10:00,54.0,49.24,39.1,2111.251181,15.0,24.09724409,1186.447736,0.098,0.377,0.259,0.193,0.285,0.151,0.133,1.496,0.181570577,"Intermediate White 54""",43.80357265505302
Print End,XR-640#2,Doll tranzit 150 #89 logos 2024_HPW54.eps,7393730.0,1196.62,302.68,3M™ IJ180Cv3,1.0,1327.805,314.68,0.090:0.091:0.044:0.001:0.215:0.141:0.028,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/05 10:34:05,2024/03/05 10:35:04,3/5/2024,2024/03/05 10:42:00,,0:07:55,54.0,47.11,42.39,2289.004724,30.0,12.38897638,583.6573588,0.09,0.091,0.044,0.001,0.215,0.141,0.028,0.61,0.150499259,"High Performance White 54""",74.50169706159156
Print Canceled,XR-640#2,Doll tranzit 150 #89 logos 2024_HPW54.eps,7512942.0,560.91,611.01,3M™ IJ180Cv3,1.0,1041.005,560.91,0.090:0.091:0.044:0.001:0.215:0.141:0.028,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/05 10:26:05,2024/03/05 10:27:04,3/5/2024,2024/03/05 10:28:05,,0:02:00,54.0,22.08,52.08,2812.485827,30.0,22.08307087,487.6620189,0.09,0.091,0.044,0.001,0.215,0.141,0.028,0.61,0.1801247516,"High Performance White 54""",82.66081861752258
Print End,XR-640#2,Premier Dental 10in and 5in Decals 3-4-24_HPW60.eps,7750674.0,1389.94,996.24,3M™ IJ180Cv3,1.0,1424.47,1008.24,0.034:0.658:0.502:0.074:0.336:0.106:0.353,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/04 14:43:01,2024/03/04 14:45:04,3/4/2024,2024/03/04 15:01:01,,0:18:00,60.0,54.72,69.69,4181.669291,30.0,39.69448819,2172.163658,0.034,0.658,0.502,0.074,0.336,0.106,0.353,2.063,0.1367631757,"High Performance White 60""",48.055106541422575
Print End,XR-640#2,Vetta Humphrey orthodontics 14 ft x 42inch board advertisement 2 9 24_HTV54.eps,6267894.0,1107.36,4304.59,Generic Vinyl II HD,1.0,1215.175,4316.59,8.118:7.673:1.844:10.174:16.487:11.562:15.456,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/04 12:35:00,2024/03/04 12:49:01,3/4/2024,2024/03/04 13:33:01,,0:58:01,54.0,43.6,199.94,10797.00236,30.0,169.9444882,7409.044427,8.118,7.673,1.844,10.174,16.487,11.562,15.456,71.314,1.386037849,High Tack Vinyl,31.37869030714929
Print End,XR-640#2,Safety Committee Sticker Scannell Jacksonville Need 50  3-4-24_INT30.eps,9261302.0,685.44,437.79,Generic Vinyl II HD,1.0,708.22,449.79,0.075:0.218:0.667:0.209:0.341:0.222:0.299,Cyan:Magenta:Yellow:Black:Light Magenta:Light Cyan:Light Black,,2024/03/04 11:50:00,2024/03/04 11:50:05,3/4/2024,2024/03/04 11:56:05,,0:06:05,30.0,26.99,32.71,981.2480315,15.0,17.70826772,477.872245,0.075,0.218,0.667,0.209,0.341,0.222,0.299,2.031,0.612012945,"Intermediate White 30""",51.299546122962084
