,Unnamed: 0,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Latitude,Longitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group
1334,1389,Rogue,"Tranquilidad, Batch 1",1566,2015,0.75,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount
1335,1390,Rogue,Porcelana,1209,2014,0.8,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,High Amount
1336,1391,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,0.7,U.S.A.,3.5,Madagascar,37.09,-95.71,738,most common,Average Amount
1337,1392,Rogue,"Hispaniola, 2013",1081,2013,0.7,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1338,1393,Rogue,"Silvestre, Batch 7, 2013",1081,2013,0.75,U.S.A.,4.0,Bolivia,37.09,-95.71,738,most common,Average Amount
1339,1394,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,0.75,U.S.A.,3.75,Jamaica,37.09,-95.71,738,most common,Average Amount
1340,1395,Rogue,"Camino Verde P., Balao, Guayas",979,2012,0.75,U.S.A.,3.75,Ecuador,37.09,-95.71,738,most common,Average Amount
1341,1396,Rogue,"Silvestre, Batch 1, 2011",793,2011,0.75,U.S.A.,3.0,Bolivia,37.09,-95.71,738,most common,Average Amount
1342,1397,Rogue,Piura,565,2010,0.75,U.S.A.,3.75,Peru,37.09,-95.71,738,most common,Average Amount
1343,1398,Rogue,Rio Caribe,327,2009,0.7,U.S.A.,3.5,Venezuela,37.09,-95.71,738,most common,Average Amount
1344,1399,Rogue,"Hispaniola, 2008",213,2008,0.7,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1345,1400,Rogue,Jamaica,213,2008,0.7,U.S.A.,2.75,Jamaica,37.09,-95.71,738,most common,Average Amount
1346,1401,Rogue,"Sambirano, 2008",213,2008,0.7,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,Average Amount
1347,1402,Rogue,Trinidad,213,2008,0.7,U.S.A.,3.0,Trinidad,37.09,-95.71,738,most common,Average Amount
1348,1403,Rozsavolgyi,Sur del Lago,809,2012,0.84,Hungary,2.5,Venezuela,47.16,19.5,22,extra rare,High Amount
1349,1404,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,0.76,Hungary,2.25,Venezuela,47.16,19.5,22,extra rare,Average Amount
1350,1405,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,0.72,Hungary,2.5,Madagascar,47.16,19.5,22,extra rare,Average Amount
1351,1406,Rozsavolgyi,Carenero Superior,713,2011,0.73,Hungary,3.5,Venezuela,47.16,19.5,22,extra rare,Average Amount
1352,1407,Rozsavolgyi,Porcelana,717,2011,0.71,Hungary,2.5,Venezuela,47.16,19.5,22,extra rare,Average Amount
1353,1408,Rozsavolgyi,"Aragua, Trincheras",717,2011,0.7,Hungary,3.5,Venezuela,47.16,19.5,22,extra rare,Average Amount
1354,1409,Rozsavolgyi,Principe,765,2011,0.77,Hungary,2.75,Principe,47.16,19.5,22,extra rare,Average Amount
1355,1410,S.A.I.D.,Malgascio,607,2010,0.64,Italy,3.5,Madagascar,41.87,12.57,54,rare,Light Amount
1356,1412,S.A.I.D.,Samana,615,2010,0.7,Italy,3.0,Dominican Republic,41.87,12.57,54,rare,Average Amount
1357,1413,S.A.I.D.,Arawak,615,2010,0.72,Italy,3.5,Carribean,41.87,12.57,54,rare,Average Amount
1358,1415,Sacred,Midnight,813,2012,0.83,U.S.A.,2.75,Central and S. America,37.09,-95.71,738,most common,High Amount
1359,1416,Sacred,Twilight,813,2012,0.69,U.S.A.,3.25,Central and S. America,37.09,-95.71,738,most common,Average Amount
1360,1417,Salgado,Bahia Superior,288,2008,0.7,Argentina,3.5,Brazil,-38.42,-63.62,9,extra rare,Average Amount
1361,1418,Salgado,Esmeraldas,288,2008,0.7,Argentina,3.5,Ecuador,-38.42,-63.62,9,extra rare,Average Amount
1362,1419,Salgado,Carenero Superior,288,2008,0.7,Argentina,3.5,Venezuela,-38.42,-63.62,9,extra rare,Average Amount
1363,1420,Salgado,Rio Arriba,292,2008,0.7,Argentina,3.5,Ecuador,-38.42,-63.62,9,extra rare,Average Amount
1364,1421,Santander (Compania Nacional),Colombian 2008,404,2009,0.75,Colombia,2.75,Colombia,4.57,-74.3,23,extra rare,Average Amount
1365,1422,Santander (Compania Nacional),Colombian w/ nibs,414,2009,0.7,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Average Amount
1366,1423,Santander (Compania Nacional),Colombian Semi Dark,32,2006,0.53,Colombia,2.0,Colombia,4.57,-74.3,23,extra rare,Light Amount
1367,1424,Santander (Compania Nacional),Colombian,32,2006,0.65,Colombia,3.0,Colombia,4.57,-74.3,23,extra rare,Average Amount
1368,1425,Santander (Compania Nacional),Colombian Dark,32,2006,0.7,Colombia,4.0,Colombia,4.57,-74.3,23,extra rare,Average Amount
1369,1426,Santome,Sao Tome,761,2011,0.7,France,2.75,Sao Tome,46.6,2.21,144,somewhat common,Average Amount
1370,1427,Scharffen Berger,San Juan de Cheni,959,2012,0.78,U.S.A.,4.0,Peru,37.09,-95.71,738,most common,Average Amount
1371,1428,Scharffen Berger,Markham Valley,781,2011,0.68,U.S.A.,3.75,Papua New Guinea,37.09,-95.71,738,most common,Average Amount
1372,1429,Scharffen Berger,Camahogne,464,2010,0.68,U.S.A.,3.5,Grenada,37.09,-95.71,738,most common,Average Amount
1373,1430,Scharffen Berger,Amina,464,2010,0.65,U.S.A.,3.75,Madagascar,37.09,-95.71,738,most common,Average Amount
1374,1431,Scharffen Berger,Tome Acu,336,2009,0.68,U.S.A.,3.75,Brazil,37.09,-95.71,738,most common,Average Amount
1375,1432,Scharffen Berger,Asante,336,2009,0.65,U.S.A.,4.0,Ghana,37.09,-95.71,738,most common,Average Amount
1376,1433,Scharffen Berger,Ben Tre,445,2009,0.72,U.S.A.,3.75,Vietnam,37.09,-95.71,738,most common,Average Amount
1377,1434,Scharffen Berger,Finisterra,227,2008,0.72,U.S.A.,3.0,"Ven., Trinidad, Mad.",37.09,-95.71,738,most common,Average Amount
1378,1435,Scharffen Berger,Las Islas,117,2007,0.72,U.S.A.,3.0,Carribean(DR/Jam/Tri),37.09,-95.71,738,most common,Average Amount
1379,1437,Scharffen Berger,Cuyagua,135,2007,0.75,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount
1380,1438,Scharffen Berger,Antilles (Trin/Gren/DR/Ven),188,2007,0.75,U.S.A.,3.0,Carribean,37.09,-95.71,738,most common,Average Amount
1381,1441,Scharffen Berger,Kumasi Sambirano,40,2006,0.68,U.S.A.,2.0,Ghana & Madagascar,37.09,-95.71,738,most common,Average Amount
1382,1442,Scharffen Berger,Jamaica a l'ancienne,56,2006,0.7,U.S.A.,2.0,Jamaica,37.09,-95.71,738,most common,Average Amount
1383,1444,Seaforth,Dominican Republic,1658,2015,0.7,U.K.,2.75,Domincan Republic,55.37,-1.17,95,somewhat rare,Average Amount
1384,1445,Seaforth,Grenada,1658,2015,0.7,U.K.,2.75,Grenada,55.37,-1.17,95,somewhat rare,Average Amount
1385,1446,Shark Mountain,Jamaica,1450,2015,0.72,U.S.A.,3.25,Jamaica,37.09,-95.71,738,most common,Average Amount
1386,1447,Shark Mountain,Papua New Guinea,1450,2015,0.73,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount
1387,1448,Shark Mountain,Cuyagua,1466,2015,0.77,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount
1388,1449,Shark Mountain,ROIG,1466,2015,0.74,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1389,1450,Shark Mountain,Ecuador,1335,2014,0.75,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount
1390,1451,Shark Mountain,"Belize, 2013",1335,2014,0.72,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount
1391,1452,Shark's,Hilo,713,2011,0.73,U.S.A.,2.0,Hawaii,37.09,-95.71,738,most common,Average Amount
1392,1453,Shark's,"Hilo, w/ added cocoa butter",721,2011,0.73,U.S.A.,2.5,Hawaii,37.09,-95.71,738,most common,Average Amount
1393,1454,Shattel,Tingo Maria,1884,2016,0.7,Peru,3.25,Peru,-9.19,-75.02,17,extra rare,Average Amount
1394,1455,Shattell,Porcelana,757,2011,0.75,Peru,3.5,Peru,-9.19,-75.02,17,extra rare,Average Amount
1395,1456,Sibu,Oro,1586,2015,0.82,Costa Rica,3.25,Costa Rica,9.75,-84.07,9,extra rare,High Amount
1396,1457,Sibu,Oscuro,1586,2015,0.7,Costa Rica,3.5,Costa Rica,9.75,-84.07,9,extra rare,Average Amount
1397,1458,Sibu Sura,Peru,911,2012,0.7,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount
1398,1459,Silvio Bessone,Maya Belize,717,2011,0.67,Italy,3.0,Belize,41.87,12.57,54,rare,Average Amount
1399,1460,Silvio Bessone,"Trintade, Sao Tome",725,2011,0.65,Italy,3.25,Sao Tome,41.87,12.57,54,rare,Average Amount
1400,1461,Silvio Bessone,"Bahia, Scavina",729,2011,0.6,Italy,3.25,Brazil,41.87,12.57,54,rare,Light Amount
1401,1462,Silvio Bessone,"Porcelana, Colombia, Amazonas",741,2011,0.68,Italy,3.0,Colombia,41.87,12.57,54,rare,Average Amount
1402,1463,Sirene,Wild Bolivia,1788,2016,0.73,Canada,3.5,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount
1403,1464,Sirene,Kokoa Kamili Coop,1856,2016,0.73,Canada,3.5,Tanzania,56.13,-106.35,117,somewhat rare,Average Amount
1404,1465,Sirene,"Esmeraldas, Salazar Farm",1860,2016,0.73,Canada,3.75,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount
1405,1466,Sirene,"Somia Plantation, 2012",1502,2015,1.0,Canada,3.0,Madagascar,56.13,-106.35,117,somewhat rare,High Amount
1406,1467,Sirene,"Camino Verde P., Balao, Guayas, 2012",1506,2015,1.0,Canada,3.0,Ecuador,56.13,-106.35,117,somewhat rare,High Amount
1407,1468,Sirene,Lachua w/ cane sugar,1614,2015,0.73,Canada,3.0,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount
1408,1469,Sirene,"Lachua w/ maple sugar, batch 5",1614,2015,0.73,Canada,3.25,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount
1409,1470,Sirene,Pisa,1650,2015,0.73,Canada,3.25,Haiti,56.13,-106.35,117,somewhat rare,Average Amount
1410,1471,Sirene,"Somia Plantation, 2012",1339,2014,0.67,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
1411,1472,Sirene,"Somia Plantation, 2012",1339,2014,0.73,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
1412,1473,Sirene,"Camino Verde P., Balao, Guayas",1343,2014,0.73,Canada,3.75,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount
1413,1474,Sjolinds,Ghana,1454,2015,0.7,U.S.A.,2.75,Ghana,37.09,-95.71,738,most common,Average Amount
1414,1475,Sjolinds,Nicaragua,1462,2015,0.72,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount
1415,1476,"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,0.7,Australia,3.5,Dominican Republic,-25.27,133.78,46,rare,Average Amount
1416,1477,"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,0.7,Australia,3.75,Venezuela,-25.27,133.78,46,rare,Average Amount
1417,1478,"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,0.7,Australia,4.0,Ecuador,-25.27,133.78,46,rare,Average Amount
1418,1479,"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,0.7,Australia,3.75,Belize,-25.27,133.78,46,rare,Average Amount
1419,1480,"Smooth Chocolator, The",Tien Giang,1864,2016,0.7,Australia,3.0,Vietnam,-25.27,133.78,46,rare,Average Amount
1420,1481,"Smooth Chocolator, The",Australia,1864,2016,0.67,Australia,3.75,Australia,-25.27,133.78,46,rare,Average Amount
1421,1482,"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,0.7,Australia,3.25,Guatemala,-25.27,133.78,46,rare,Average Amount
1422,1483,"Smooth Chocolator, The",Akesson's Estate,1618,2015,0.65,Australia,3.25,Madagascar,-25.27,133.78,46,rare,Average Amount
1423,1484,"Smooth Chocolator, The",Akesson's Estate,1622,2015,0.7,Australia,3.5,Madagascar,-25.27,133.78,46,rare,Average Amount
1424,1485,"Smooth Chocolator, The",Kokoa Kamili,1622,2015,0.67,Australia,3.75,Tanzania,-25.27,133.78,46,rare,Average Amount
1425,1486,"Smooth Chocolator, The",San Juan Estate,1622,2015,0.7,Australia,3.75,Trinidad,-25.27,133.78,46,rare,Average Amount
1426,1487,"Smooth Chocolator, The",Camino Verde,1622,2015,0.72,Australia,4.0,Ecuador,-25.27,133.78,46,rare,Average Amount
1427,1488,"Smooth Chocolator, The",Bolivia,1626,2015,0.72,Australia,2.75,Bolivia,-25.27,133.78,46,rare,Average Amount
1428,1489,"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,0.65,Australia,3.5,Papua New Guinea,-25.27,133.78,46,rare,Average Amount
1429,1490,"Smooth Chocolator, The","Maranon, batch 2",1666,2015,0.67,Australia,3.0,Peru,-25.27,133.78,46,rare,Average Amount
1430,1491,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,0.7,Australia,3.75,Venezuela,-25.27,133.78,46,rare,Average Amount
1431,1492,Snake & Butterfly,Ghana,693,2011,0.67,U.S.A.,1.5,Ghana,37.09,-95.71,738,most common,Average Amount
1432,1493,Snake & Butterfly,Madagascar,502,2010,0.68,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
1433,1494,Snake & Butterfly,Ecuador,502,2010,0.68,U.S.A.,3.25,Ecuador,37.09,-95.71,738,most common,Average Amount
1434,1495,Sol Cacao,"Ecuador, Batch 1",1812,2016,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
1435,1496,Sol Cacao,Madagascar,1518,2015,0.72,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
1436,1497,Solkiki,"Maranon, Fortunato No. 4",1840,2016,0.68,U.K.,2.75,Peru,55.37,-1.17,95,somewhat rare,Average Amount
1437,1498,Solkiki,"Castillo, Hispaniola, unroasted",1840,2016,0.85,U.K.,2.75,Domincan Republic,55.37,-1.17,95,somewhat rare,High Amount
1438,1499,Solomons Gold,Solomon Island,1792,2016,0.7,New Zealand,3.25,Solomon Islands,-40.9,174.89,17,extra rare,Average Amount
1439,1500,Solomons Gold,Solomon Island w/ nibs,1796,2016,0.75,New Zealand,3.25,Solomon Islands,-40.9,174.89,17,extra rare,Average Amount
1440,1501,Solstice,Bundibugyo,1335,2014,0.7,U.S.A.,3.0,Uganda,37.09,-95.71,738,most common,Average Amount
1441,1502,Solstice,Sambirano,1157,2013,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
1442,1503,Solstice,Amazonas,1157,2013,0.7,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount
1443,1504,Solstice,Bolivia,1161,2013,0.7,U.S.A.,3.25,Bolivia,37.09,-95.71,738,most common,Average Amount
1444,1505,Solstice,San Martin,1161,2013,0.7,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,Average Amount
1445,1507,Soma,"Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,0.62,Canada,3.5,Domincan Republic,56.13,-106.35,117,somewhat rare,Light Amount
1446,1508,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
1447,1509,Soma,"Bahia Black, batch bra50722.1",1828,2016,0.7,Canada,3.5,Brazil,56.13,-106.35,117,somewhat rare,Average Amount
1448,1510,Soma,"Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,0.75,Canada,3.75,"Ven.,Ecu.,Peru,Nic.",56.13,-106.35,117,somewhat rare,Average Amount
1449,1511,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,0.7,Canada,3.75,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount
1450,1512,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,0.7,Canada,4.0,Vietnam,56.13,-106.35,117,somewhat rare,Average Amount
1451,1513,Soma,"Camino Verde, Black S., batch cvu6030.0",1832,2016,0.7,Canada,3.25,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount
1452,1514,Soma,CSB Chama,1594,2015,0.7,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1453,1515,Soma,Porcelana,1594,2015,0.75,Canada,4.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1454,1516,Soma,"La Tronca, Matagalpa",1227,2014,0.7,Canada,3.5,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount
1455,1517,Soma,Maranon Canyon,1259,2014,0.7,Canada,3.75,Peru,56.13,-106.35,117,somewhat rare,Average Amount
1456,1518,Soma,La Dalia,1307,2014,0.7,Canada,3.25,Nicaragua,56.13,-106.35,117,somewhat rare,Average Amount
1457,1519,Soma,"Camino Verde P., Balao, Guayas",1307,2014,0.8,Canada,3.5,Ecuador,56.13,-106.35,117,somewhat rare,High Amount
1458,1520,Soma,"Espiritu Santo, 'Smoke Monster'",1307,2014,0.7,Canada,3.75,Vanuatu,56.13,-106.35,117,somewhat rare,Average Amount
1459,1521,Soma,Little Big Man,1339,2014,0.7,Canada,3.25,Madagascar & Ecuador,56.13,-106.35,117,somewhat rare,Average Amount
1460,1522,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,0.77,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
1461,1523,Soma,Java,1030,2013,0.7,Canada,3.25,Indonesia,56.13,-106.35,117,somewhat rare,Average Amount
1462,1524,Soma,"Apurimac, El Quinacho Co-op",1073,2013,0.7,Canada,2.75,Peru,56.13,-106.35,117,somewhat rare,Average Amount
1463,1525,Soma,"Sangre Grande P., Trinidad",1073,2013,0.7,Canada,3.75,Trinidad,56.13,-106.35,117,somewhat rare,Average Amount
1464,1527,Soma,Patanemo,1077,2013,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1465,1528,Soma,Crazy 88,1077,2013,0.88,Canada,4.0,"Guat., D.R., Peru, Mad., PNG",56.13,-106.35,117,somewhat rare,High Amount
1466,1529,Soma,"Maracaibo, El Vigia",1077,2013,0.7,Canada,4.0,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1467,1530,Soma,Equator,1081,2013,0.67,Canada,4.0,"Peru, Dom. Rep",56.13,-106.35,117,somewhat rare,Average Amount
1468,1531,Soma,Orinoco,1173,2013,0.7,Canada,3.25,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1469,1532,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,0.7,Canada,4.0,Jamaica,56.13,-106.35,117,somewhat rare,Average Amount
1470,1533,Soma,Noula Coop,817,2012,0.7,Canada,3.25,Haiti,56.13,-106.35,117,somewhat rare,Average Amount
1471,1534,Soma,O'ahu,833,2012,0.7,Canada,3.75,Hawaii,56.13,-106.35,117,somewhat rare,Average Amount
1472,1535,Soma,"Dual Origins, Sambirano, Elvesia",867,2012,0.7,Canada,4.0,"Dom. Rep., Madagascar",56.13,-106.35,117,somewhat rare,Average Amount
1473,1536,Soma,"Dancing in Your Head, 5 bean blend",867,2012,0.7,Canada,4.0,"Gre., PNG, Haw., Haiti, Mad",56.13,-106.35,117,somewhat rare,Average Amount
1474,1537,Soma,Cahabon Region,951,2012,0.7,Canada,3.5,Guatemala,56.13,-106.35,117,somewhat rare,Average Amount
1475,1538,Soma,Carenero Superior,951,2012,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1476,1539,Soma,Eastern Promises,967,2012,0.7,Canada,3.5,"Mad., Java, PNG",56.13,-106.35,117,somewhat rare,Average Amount
1477,1540,Soma,Papua New Guinea,983,2012,0.85,Canada,3.5,Papua New Guinea,56.13,-106.35,117,somewhat rare,High Amount
1478,1541,Soma,"Grenada, Black Science",676,2011,0.7,Canada,2.75,Grenada,56.13,-106.35,117,somewhat rare,Average Amount
1479,1542,Soma,"Alto Beni, Wild Bolivian",676,2011,0.7,Canada,3.5,Bolivia,56.13,-106.35,117,somewhat rare,Average Amount
1480,1543,Soma,Peruvian,676,2011,0.64,Canada,4.0,Peru,56.13,-106.35,117,somewhat rare,Light Amount
1481,1544,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,0.7,Canada,4.0,"Ven, Bolivia, D.R.",56.13,-106.35,117,somewhat rare,Average Amount
1482,1545,Soma,"Elvesia P., Black Science",682,2011,0.7,Canada,3.75,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
1483,1546,Soma,Chuao,688,2011,0.7,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1484,1547,Soma,Black Science Blend 1,607,2010,0.7,Canada,3.75,"DR, Ecuador, Peru",56.13,-106.35,117,somewhat rare,Average Amount
1485,1548,Soma,Hispaniola,377,2009,0.7,Canada,3.0,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
1486,1549,Soma,Africa,377,2009,0.7,Canada,3.5,Ghana,56.13,-106.35,117,somewhat rare,Average Amount
1487,1550,Soma,Conacado,387,2009,0.7,Canada,3.0,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
1488,1551,Soma,Papua New Guinea,387,2009,0.7,Canada,3.5,Papua New Guinea,56.13,-106.35,117,somewhat rare,Average Amount
1489,1552,Soma,Madagascar,387,2009,0.7,Canada,3.75,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
1490,1553,Soma,Ocumare,387,2009,0.7,Canada,3.75,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1491,1554,Somerville,Nicaragua,1367,2014,0.7,U.S.A.,3.25,Nicaragua,37.09,-95.71,738,most common,Average Amount
1492,1555,Somerville,"Hawaiian, Big Island",1395,2014,0.7,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,Average Amount
1493,1556,Soul,Dominican Republic,1932,2017,0.7,Canada,3.25,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount
1494,1557,Soul,Madagascar,1936,2017,0.7,Canada,3.5,Madagascar,56.13,-106.35,117,somewhat rare,Average Amount
1495,1558,Soul,Venezuela,1936,2017,0.75,Canada,3.5,Venezuela,56.13,-106.35,117,somewhat rare,Average Amount
1496,1559,Soul,Ecuador,1936,2017,0.75,Canada,3.25,Ecuador,56.13,-106.35,117,somewhat rare,Average Amount
1497,1560,Soul,Papua New Guinea,1936,2017,0.77,Canada,3.25,Papua New Guinea,56.13,-106.35,117,somewhat rare,Average Amount
1498,1561,Soul,Tanzania,1940,2017,0.8,Canada,3.5,Tanzania,56.13,-106.35,117,somewhat rare,High Amount
1499,1562,Spagnvola,AgroCriso Plantation,793,2012,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1500,1563,Spagnvola,AgroCriso Plantation,793,2012,0.8,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,High Amount
1501,1564,Spagnvola,AgroCriso Plantation,793,2012,0.75,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1502,1565,Spencer,Dominican Republic,1932,2017,0.7,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1503,1566,Spencer,Ecuador,1932,2017,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
1504,1567,Spencer,Peru,1932,2017,0.7,U.S.A.,2.75,Peru,37.09,-95.71,738,most common,Average Amount
1505,1568,Spencer,"Dominican Republic, lot D82R",1792,2016,0.7,Australia,3.5,Domincan Republic,-25.27,133.78,46,rare,Average Amount
1506,1569,Spencer,"Ecuador, lot E432314L",1792,2016,0.7,Australia,3.75,Ecuador,-25.27,133.78,46,rare,Average Amount
1507,1570,Spencer,"Madagascar, lot M0403R",1792,2016,0.7,Australia,3.75,Madagascar,-25.27,133.78,46,rare,Average Amount
1508,1571,Spencer,Malekula Island,1434,2014,0.72,Australia,2.75,Vanuatu,-25.27,133.78,46,rare,Average Amount
1509,1572,Sprungli (Felchlin),Alto Beni,1057,2013,0.7,Switzerland,3.0,Bolivia,46.82,8.23,35,rare,Average Amount
1510,1573,SRSLY,Dominican Republic,1113,2013,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount
1511,1574,SRSLY,Dominican Republic,1121,2013,0.84,U.S.A.,2.25,Dominican Republic,37.09,-95.71,738,most common,High Amount
1512,1575,Starchild,"Bolivar, Arriba",1634,2015,0.7,U.S.A.,3.0,Ecuador,37.09,-95.71,738,most common,Average Amount
1513,1576,Starchild,Hispaniola,1692,2015,0.7,U.S.A.,3.0,Domincan Republic,37.09,-95.71,738,most common,Average Amount
1514,1577,Starchild,Cacao Verapaz,1692,2015,0.7,U.S.A.,3.0,Guatemala,37.09,-95.71,738,most common,Average Amount
1515,1578,Starchild,Rio Tuma,1692,2015,0.7,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount
1516,1579,Starchild,Sambirano Valley,1696,2015,0.7,U.S.A.,3.0,Madagascar,37.09,-95.71,738,most common,Average Amount
1517,1580,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,0.68,Switzerland,2.75,Brazil,46.82,8.23,35,rare,Average Amount
1518,1581,Stella (aka Bernrain),India,729,2011,0.72,Switzerland,3.25,India,46.82,8.23,35,rare,Average Amount
1519,1582,Stone Grindz,"Ecuador, Midnight Dark",1291,2014,0.84,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,High Amount
1520,1583,Stone Grindz,"Ecuador, Twilght Dark",1291,2014,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount
1521,1584,StRita Supreme,"Samar, East Visayas region",939,2012,0.65,U.S.A.,2.5,Philippines,37.09,-95.71,738,most common,Average Amount
1522,1585,StRita Supreme,"Samar, East Visayas region",943,2012,0.7,U.S.A.,2.5,Philippines,37.09,-95.71,738,most common,Average Amount
1523,1586,StRita Supreme,"Samar, East Visayas region",943,2012,0.75,U.S.A.,2.75,Philippines,37.09,-95.71,738,most common,Average Amount
1524,1587,Sublime Origins,Sambirano,1157,2013,0.67,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,Average Amount
1525,1588,Sublime Origins,Moho Valley,1157,2013,0.78,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount
1526,1589,Summerbird,Peru,1800,2016,0.61,Denmark,2.5,Peru,56.26,9.5,15,extra rare,Light Amount
1527,1590,Summerbird,Peru,1800,2016,0.71,Denmark,3.0,Peru,56.26,9.5,15,extra rare,Average Amount
1528,1591,Suruca Chocolate,Venezuela,1796,2016,0.7,Venezuela,2.75,Venezuela,6.42,-66.59,20,extra rare,Average Amount
1529,1592,Suruca Chocolate,Venezuela,1796,2016,0.6,Venezuela,3.0,Venezuela,6.42,-66.59,20,extra rare,Light Amount
1530,1593,Svenska Kakaobolaget,Sri Lanka,1618,2015,0.7,Sweden,2.75,Sri Lanka,60.13,18.64,5,extra rare,Average Amount
